,lead_ticker,next_ticker,bd_of_month,lead_weight,next_weight,is_mde,roll_required,wav,pwav,der,er_index,ir,tr_index
2017-09-20,CLN18,CLN18,13,1.0,0.0,False,False,0.05153,0.05093,0.01178087571176123,107.13376328,2.8927346798379716e-05,108.15677683
2017-09-21,CLN18,CLN18,14,1.0,0.0,False,False,0.05148,0.05153,-0.0009703085581215243,107.02981047,2.8927346798379716e-05,108.05496007
2017-09-22,CLN18,CLN18,15,1.0,0.0,False,False,0.05153,0.05148,0.0009712509712509476,107.13376328,2.8927346798379716e-05,108.1630343
2017-09-25,CLN18,CLN18,16,1.0,0.0,False,False,0.052590000000000005,0.05153,0.020570541432175515,109.3375628,8.678455079369485e-05,110.39739336
2017-09-26,CLN18,CLN18,17,1.0,0.0,False,False,0.05237,0.052590000000000005,-0.004183304810800648,108.88017045,2.8927346798379716e-05,109.93876092
2017-09-27,CLN18,CLN18,18,1.0,0.0,False,False,0.052469999999999996,0.05237,0.001909490166125627,109.08807606,2.8927346798379716e-05,110.15186813
2017-09-28,CLN18,CLN18,19,1.0,0.0,False,False,0.05196,0.052469999999999996,-0.009719839908519101,108.02775742,2.8927346798379716e-05,109.084396
2017-09-29,CLN18,CLN18,20,1.0,0.0,False,False,0.05193,0.05196,-0.0005773672055428003,107.96538574,2.8927346798379716e-05,109.02456977
2017-10-02,CLN18,CLV18,1,1.0,0.0,False,True,0.05114,0.05193,-0.01521278644328905,106.32293138,8.678455079369485e-05,107.37546392
2017-10-03,CLN18,CLV18,2,1.0,0.0,False,True,0.05109,0.05114,-0.0009777082518575009,106.21897857,3.0320026041863457e-05,107.27373767
2017-10-04,CLN18,CLV18,3,1.0,0.0,False,True,0.05093,0.05109,-0.003131728322568028,105.88632959,3.0320026041863457e-05,106.94103801
2017-10-05,CLN18,CLV18,4,1.0,0.0,False,True,0.05174,0.05093,0.015904182210877638,107.57036507,3.0320026041863457e-05,108.64509022
2017-10-06,CLN18,CLV18,5,1.0,0.0,False,True,0.05038,0.05174,-0.026285272516428315,104.74284871,3.0320026041863457e-05,105.79261854
2017-10-09,CLN18,CLV18,6,0.8,0.2,False,True,0.05068,0.05038,0.005954743946010366,105.36656555,9.096283606502276e-05,106.43220969
2017-10-10,CLN18,CLV18,7,0.6,0.4,False,True,0.051626000000000005,0.05065600000000001,0.019148768161718177,107.38420549,3.0320026041863457e-05,108.47348243
2017-10-11,CLN18,CLV18,8,0.3999999999999999,0.6000000000000001,False,True,0.051921999999999996,0.051582,0.006591446628668729,108.09202275,3.0320026041863457e-05,109.19176852
2017-10-12,CLN18,CLV18,9,0.19999999999999996,0.8,False,True,0.051436,0.051877999999999994,-0.00851998920544339,107.17107988,3.0320026041863457e-05,108.26476653
2017-10-13,CLN18,CLV18,10,0.0,1.0,False,True,0.051977999999999996,0.051398000000000006,0.011284485777656617,108.38045041,3.0320026041863457e-05,109.48976134
2017-10-16,CLN18,CLV18,11,0.0,1.0,False,True,0.05214,0.05193,0.004043905257076874,108.81873068,9.096283606502276e-05,109.94248706
2017-10-17,CLN18,CLV18,12,0.0,1.0,False,True,0.05187,0.05214,-0.005178365937859586,108.25522747,3.0320026041863457e-05,109.37649809
2017-10-18,CLN18,CLV18,13,0.0,1.0,False,True,0.05207,0.05187,0.003855793329477608,108.67263725,3.0320026041863457e-05,109.80154756
2017-10-19,CLN18,CLV18,14,0.0,1.0,False,True,0.05151,0.05207,-0.01075475321682351,107.50388985,3.0320026041863457e-05,108.62398819
2017-10-20,CLN18,CLV18,15,0.0,1.0,False,True,0.05176,0.05151,0.004853426519122461,108.02565208,3.0320026041863457e-05,109.15448022
2017-10-23,CLN18,CLV18,16,0.0,1.0,False,True,0.05167,0.05176,-0.0017387944358577823,107.83781768,9.096283606502276e-05,108.97461202
2017-10-24,CLN18,CLV18,17,0.0,1.0,False,True,0.05225,0.05167,0.011225082252757757,109.04830605,3.0320026041863457e-05,110.20116511
2017-10-25,CLN18,CLV18,18,0.0,1.0,False,True,0.05219,0.05225,-0.0011483253588516762,108.92308311,3.0320026041863457e-05,110.07795961
2017-10-26,CLN18,CLV18,19,0.0,1.0,False,True,0.052469999999999996,0.05219,0.005365012454493057,109.50745681,3.0320026041863457e-05,110.6718668
2017-10-27,CLN18,CLV18,20,0.0,1.0,False,True,0.053259999999999995,0.052469999999999996,0.015056222603392344,111.15622546,3.0320026041863457e-05,112.34152264
2017-10-30,CLN18,CLV18,21,0.0,1.0,False,True,0.05342,0.053259999999999995,0.0030041306796846357,111.49015329,9.096283606502276e-05,112.68923016
2017-10-31,CLN18,CLV18,22,0.0,1.0,False,True,0.05343,0.05342,0.00018719580681381132,111.51102378,3.0320026041863457e-05,112.71374185
2017-11-01,CLV18,CLV18,1,1.0,0.0,False,False,0.053219999999999996,0.05343,-0.003930376193149954,111.07274351,3.0320026041863457e-05,112.27415193
2017-11-02,CLV18,CLV18,2,1.0,0.0,False,False,0.0535,0.053219999999999996,0.005261180007515964,111.65711721,3.477779907279377e-05,112.8687511
2017-11-03,CLV18,CLV18,3,1.0,0.0,False,False,0.05436,0.0535,0.016074766355140158,113.45197928,3.477779907279377e-05,114.68701523
2017-11-06,CLV18,CLV18,4,1.0,0.0,False,False,0.05576,0.05436,0.02575423105224428,116.37384777,0.00010433702574608184,117.65265722
2017-11-07,CLV18,CLV18,5,1.0,0.0,False,False,0.05584,0.05576,0.0014347202295552641,116.54081168,3.477779907279377e-05,117.82554756
2017-11-08,CLV18,CLV18,6,1.0,0.0,False,False,0.05582,0.05584,-0.0003581661891117749,116.4990707,3.477779907279377e-05,117.78744414
2017-11-09,CLV18,CLV18,7,1.0,0.0,False,False,0.056119999999999996,0.05582,0.005374417771407902,117.12518538,3.477779907279377e-05,118.42457947
2017-11-10,CLV18,CLV18,8,1.0,0.0,False,False,0.05604,0.056119999999999996,-0.0014255167498217203,116.95822147,3.477779907279377e-05,118.2598818
2017-11-13,CLV18,CLV18,9,1.0,0.0,False,False,0.05618,0.05604,0.0024982155603141543,117.25040832,0.00010433702574608184,118.56765936
2017-11-14,CLV18,CLV18,10,1.0,0.0,False,False,0.05507,0.05618,-0.01975792096831608,114.93378402,3.477779907279377e-05,116.22913244
2017-11-15,CLV18,CLV18,11,1.0,0.0,False,False,0.05478,0.05507,-0.005266025059015744,114.32853983,3.477779907279377e-05,115.62110911
2017-11-16,CLV18,CLV18,12,1.0,0.0,False,False,0.05457,0.05478,-0.00383351588170866,113.89025956,3.477779907279377e-05,115.1818948
2017-11-17,CLV18,CLV18,13,1.0,0.0,False,False,0.055439999999999996,0.05457,0.015942825728422205,115.70599212,3.477779907279377e-05,117.02222545
2017-11-20,CLV18,CLV18,14,1.0,0.0,False,False,0.055170000000000004,0.055439999999999996,-0.004870129870129691,115.14248891,0.00010433702574608184,116.46452176
2017-11-21,CLV18,CLV18,15,1.0,0.0,False,False,0.05526,0.055170000000000004,0.0016313213703098572,115.33032331,3.477779907279377e-05,116.6585632
2017-11-22,CLV18,CLV18,16,1.0,0.0,False,False,0.05579,0.05526,0.00959102424900471,116.43645924,3.477779907279377e-05,117.78149544
2017-11-24,CLV18,CLV18,17,1.0,0.0,False,False,0.05634,0.05579,0.009858397562287236,117.58433615,6.955680764075822e-05,118.95082476
2017-11-27,CLV18,CLV18,18,1.0,0.0,False,False,0.05615,0.05634,-0.003372381966631255,117.18779686,0.00010433702574608184,118.56208812
2017-11-28,CLV18,CLV18,19,1.0,0.0,False,False,0.05615,0.05615,0.0,117.18779686,3.477779907279377e-05,118.56621145
2017-11-29,CLV18,CLV18,20,1.0,0.0,False,False,0.05553,0.05615,-0.011041852181656209,115.89382653,3.477779907279377e-05,117.26114434
2017-11-30,CLV18,CLV18,21,1.0,0.0,False,False,0.055549999999999995,0.05553,0.00036016567621088846,115.93556751,3.477779907279377e-05,117.30745587
2017-12-01,CLV18,CLV18,1,1.0,0.0,False,False,0.05626,0.055549999999999995,0.012781278127812934,117.41737224,3.477779907279377e-05,118.81087478
2017-12-04,CLV18,CLV18,2,1.0,0.0,False,False,0.055659999999999994,0.05626,-0.010664770707429883,116.16514289,0.00011269874096520027,117.55717388
2017-12-05,CLV18,CLV18,3,1.0,0.0,False,False,0.05602,0.055659999999999994,0.0064678404599354256,116.9164805,3.756483585370951e-05,118.32193094
2017-12-06,CLV18,CLV18,4,1.0,0.0,False,False,0.054920000000000004,0.05602,-0.019635844341306607,114.62072669,3.756483585370951e-05,116.00302467
2017-12-07,CLV18,CLV18,5,1.0,0.0,False,False,0.05554,0.054920000000000004,0.0112891478514201,115.91469702,3.756483585370951e-05,117.3169576
2017-12-08,CLV18,CLV18,6,1.0,0.0,False,False,0.05618,0.05554,0.01152322650342108,117.25040833,3.756483585370951e-05,118.67323447
2017-12-11,CLV18,CLV18,7,1.0,0.0,False,False,0.056549999999999996,0.05618,0.0065859736561053595,118.02261643,0.00011269874096520027,119.46818759
2017-12-12,CLV18,CLV18,8,1.0,0.0,False,False,0.055670000000000004,0.056549999999999996,-0.015561450044208502,116.18601338,3.756483585370951e-05,117.61357716
2017-12-13,CLV18,CLV18,9,1.0,0.0,False,False,0.05489,0.055670000000000004,-0.014011137057661216,114.55811522,3.756483585370951e-05,115.97009534
2017-12-14,CLV18,CLV18,10,1.0,0.0,False,False,0.0555,0.05489,0.011113135361632276,115.83121506,3.756483585370951e-05,117.2632431
2017-12-15,CLV18,CLV18,11,1.0,0.0,False,False,0.05561,0.0555,0.0019819819819819617,116.06079044,3.756483585370951e-05,117.50006171
2017-12-18,CLV18,CLV18,12,1.0,0.0,False,False,0.05593,0.05561,0.00575436072648805,116.72864609,0.00011269874096520027,118.18944156
2017-12-19,CLV18,CLV18,13,1.0,0.0,False,False,0.05632,0.05593,0.006973001966744219,117.54259517,3.756483585370951e-05,119.01801654
2017-12-20,CLV18,CLV18,14,1.0,0.0,False,False,0.05671,0.05632,0.006924715909090828,118.35654425,3.756483585370951e-05,119.84665339
2017-12-21,CLV18,CLV18,15,1.0,0.0,False,False,0.05694,0.05671,0.004055722094868486,118.8365655,3.756483585370951e-05,120.33722013
2017-12-22,CLV18,CLV18,16,1.0,0.0,False,False,0.05725,0.05694,0.005444327362135626,119.48355067,3.756483585370951e-05,120.9968958
2017-12-26,CLV18,CLV18,17,1.0,0.0,False,False,0.05835,0.05725,0.019213973799126594,121.77930448,0.00015026781032867476,123.33990892
2017-12-27,CLV18,CLV18,18,1.0,0.0,False,False,0.0582,0.05835,-0.0025706940874035134,121.46624714,3.756483585370951e-05,123.02747299
2017-12-28,CLV18,CLV18,19,1.0,0.0,False,False,0.0583,0.0582,0.0017182130584192379,121.67495203,3.756483585370951e-05,123.24348191
2017-12-29,CLV18,CLV18,20,1.0,0.0,False,False,0.05872,0.0583,0.007204116638078961,122.55151258,3.756483585370951e-05,124.13597195
2018-01-02,CLV18,CLV18,1,1.0,0.0,False,False,0.05874,0.05872,0.00034059945504094635,122.59325356,0.00015026781032867476,124.19690624
2018-01-03,CLV18,CLV18,2,1.0,0.0,False,False,0.05945,0.05874,0.01208716377255703,124.07505829,3.9794979897811444e-05,125.703037
2018-01-04,CLV18,CLV18,3,1.0,0.0,False,False,0.05968,0.05945,0.0038687973086626304,124.55507954,3.9794979897811444e-05,126.19435892
2018-01-05,CLV18,CLV18,4,1.0,0.0,False,False,0.05958,0.05968,-0.0016756032171580948,124.34637465,3.9794979897811444e-05,125.98792915
2018-01-08,CLV18,CLV18,5,1.0,0.0,False,False,0.05999,0.05958,0.006881503860355798,125.20206471,0.00011938969067792904,126.86995723
2018-01-09,CLV18,CLV18,6,1.0,0.0,False,False,0.06079,0.05999,0.013335555925987563,126.87170385,3.9794979897811444e-05,128.56688743
2018-01-10,CLV18,CLV18,7,1.0,0.0,False,False,0.0611,0.06079,0.00509952294785343,127.51868902,3.9794979897811444e-05,129.22763354
2018-01-11,CLV18,CLV18,8,1.0,0.0,False,False,0.06125,0.0611,0.002454991816693841,127.83174636,3.9794979897811444e-05,129.55002894
2018-01-12,CLV18,CLV18,9,1.0,0.0,False,False,0.06173,0.06125,0.007836734693877467,128.83352984,3.9794979897811444e-05,130.57043359
2018-01-16,CLV18,CLV18,10,1.0,0.0,False,False,0.061380000000000004,0.06173,-0.005669852583832791,128.10306272,0.00015918942168613448,129.85090391
2018-01-17,CLV18,CLV18,11,1.0,0.0,False,False,0.0616,0.061380000000000004,0.0035842293906809264,128.56221348,3.9794979897811444e-05,130.32148675
2018-01-18,CLV18,CLV18,12,1.0,0.0,False,False,0.061630000000000004,0.0616,0.0004870129870129247,128.62482495,3.9794979897811444e-05,130.39014115
2018-01-19,CLV18,CLV18,13,1.0,0.0,False,False,0.06114,0.061630000000000004,-0.007950673373357198,127.60217098,3.9794979897811444e-05,129.3586406
2018-01-22,CLV18,CLV18,14,1.0,0.0,False,False,0.06142,0.06114,0.004579653254825011,128.18654468,0.00011938969067792904,129.96650241
2018-01-23,CLV18,CLV18,15,1.0,0.0,False,False,0.062119999999999995,0.06142,0.011396939107782389,129.64747892,3.9794979897811444e-05,131.45289473
2018-01-24,CLV18,CLV18,16,1.0,0.0,False,False,0.06255,0.062119999999999995,0.00692208628461044,130.54490996,3.9794979897811444e-05,132.36805418
2018-01-25,CLV18,CLV18,17,1.0,0.0,False,False,0.06274,0.06255,0.0030375699440450266,130.94144925,3.9794979897811444e-05,132.77539898
2018-01-26,CLV18,CLV18,18,1.0,0.0,False,False,0.06312,0.06274,0.006056742110296387,131.73452784,3.9794979897811444e-05,133.58486912
2018-01-29,CLV18,CLV18,19,1.0,0.0,False,False,0.06263,0.06312,-0.007762991128010044,130.71187387,0.00011938969067792904,132.56379962
2018-01-30,CLV18,CLV18,20,1.0,0.0,False,False,0.06178,0.06263,-0.013571770716908849,128.93788229,3.9794979897811444e-05,130.7699495
2018-01-31,CLV18,CLV18,21,1.0,0.0,False,False,0.06197,0.06178,0.0030754289414050007,129.33442158,3.9794979897811444e-05,131.17732717
2018-02-01,CLV18,CLV18,1,1.0,0.0,False,False,0.06263,0.06197,0.010650314668388061,130.71187387,3.9794979897811444e-05,132.57962718
2018-02-02,CLV18,CLV18,2,1.0,0.0,False,False,0.061770000000000005,0.06263,-0.01373143860769599,128.9170118,4.4256641097639715e-05,130.7649857
2018-02-05,CLV18,CLV18,3,1.0,0.0,False,False,0.060880000000000004,0.061770000000000005,-0.014408288813339887,127.05953826,0.0001327757993305756,128.89824844
2018-02-06,CLV18,CLV18,4,1.0,0.0,False,False,0.06017,0.060880000000000004,-0.011662286465177418,125.57773353,4.4256641097639715e-05,127.40070475
2018-02-07,CLV18,CLV18,5,1.0,0.0,False,False,0.05887,0.06017,-0.021605451221539007,122.86456993,4.4256641097639715e-05,124.65379336
2018-02-08,CLV18,CLV18,6,1.0,0.0,False,False,0.05845,0.05887,-0.007134363852556391,121.98800938,4.4256641097639715e-05,123.7699846
2018-02-09,CLV18,CLV18,7,1.0,0.0,False,False,0.05657,0.05845,-0.03216424294268605,118.06435741,4.4256641097639715e-05,119.79449439
2018-02-12,CLV18,CLV18,8,1.0,0.0,False,False,0.05659,0.05657,0.0003535442814213141,118.10609839,0.0001327757993305756,119.85275286
2018-02-13,CLV18,CLV18,9,1.0,0.0,False,False,0.05674,0.05659,0.0026506449902810036,118.41915573,4.4256641097639715e-05,120.17574424
2018-02-14,CLV18,CLV18,10,1.0,0.0,False,False,0.05805,0.05674,0.02308776876982721,121.15318982,4.4256641097639715e-05,122.95565261
2018-02-15,CLV18,CLV18,11,1.0,0.0,False,False,0.05812,0.05805,0.0012058570198105745,121.29928324,4.4256641097639715e-05,123.10936115
2018-02-16,CLV18,CLV18,12,1.0,0.0,False,False,0.05858,0.05812,0.00791465932553348,122.25932574,4.4256641097639715e-05,124.08917821
2018-02-20,CLV18,CLV18,13,1.0,0.0,False,False,0.05921,0.05858,0.010754523728234933,123.57416656,0.0001770383166392886,125.44566676
2018-02-21,CLV18,CLV18,14,1.0,0.0,False,False,0.0593,0.05921,0.0015200135112312108,123.76200096,4.4256641097639715e-05,125.64189767
2018-02-22,CLV18,CLV18,15,1.0,0.0,False,False,0.06017,0.0593,0.014671163575042279,125.57773352,4.4256641097639715e-05,127.49077099
2018-02-23,CLV18,CLV18,16,1.0,0.0,False,False,0.06106,0.06017,0.014791424297822875,127.43520706,4.4256641097639715e-05,129.38218339
2018-02-26,CLV18,CLV18,17,1.0,0.0,False,False,0.061380000000000004,0.06106,0.005240746806419949,128.10306271,0.0001327757993305756,130.07742147
2018-02-27,CLV18,CLV18,18,1.0,0.0,False,False,0.06064,0.061380000000000004,-0.012056044314108894,126.55864651,4.4256641097639715e-05,128.5149591
2018-02-28,CLV18,CLV18,19,1.0,0.0,False,False,0.05904,0.06064,-0.02638522427440626,123.21936824,4.4256641097639715e-05,125.12975072
2018-03-01,CLV18,CLV18,1,1.0,0.0,False,False,0.05842,0.05904,-0.010501355013550207,121.92539791,4.4256641097639715e-05,123.82125661
2018-03-02,CLV18,CLV18,2,1.0,0.0,False,False,0.05887,0.05842,0.007702841492639445,122.86456992,4.7883089752120966e-05,124.78096106
2018-03-05,CLV18,CLV18,3,1.0,0.0,False,False,0.060039999999999996,0.05887,0.019874299303550114,125.30641716,0.00014365614773725888,127.27882078
2018-03-06,CLV18,CLV18,4,1.0,0.0,False,False,0.06018,0.060039999999999996,0.0023317788141239415,125.59860401,4.7883089752120966e-05,127.58170134
2018-03-07,CLV18,CLV18,5,1.0,0.0,False,False,0.05897,0.06018,-0.020106347623795262,123.07327482,4.7883089752120966e-05,125.02260831
2018-03-08,CLV18,CLV18,6,1.0,0.0,False,False,0.05841,0.05897,-0.009496354078345037,121.90452742,4.7883089752120966e-05,123.84133582
2018-03-09,CLV18,CLV18,7,1.0,0.0,False,False,0.05995,0.05841,0.026365348399246757,125.11858276,4.7883089752120966e-05,127.11238569
2018-03-12,CLV18,CLV18,8,1.0,0.0,False,False,0.05963,0.05995,-0.005337781484570536,124.45072711,0.00014365614773725888,126.45214803
2018-03-13,CLV18,CLV18,9,1.0,0.0,False,False,0.05927,0.05963,-0.006037229582424919,123.6993895,4.7883089752120966e-05,125.6947823
2018-03-14,CLV18,CLV18,10,1.0,0.0,False,False,0.05949,0.05927,0.0037118272313143574,124.15854026,4.7883089752120966e-05,126.16735827
2018-03-15,CLV18,CLV18,11,1.0,0.0,False,False,0.05962,0.05949,0.0021852412170111357,124.42985662,4.7883089752120966e-05,126.44910566
2018-03-16,CLV18,CLV18,12,1.0,0.0,False,False,0.06055,0.05962,0.01559879235155992,126.37081212,4.7883089752120966e-05,128.42761378
2018-03-19,CLV18,CLV18,13,1.0,0.0,False,False,0.06019,0.06055,-0.005945499587118097,125.61947451,0.00014365614773725888,127.68249687
2018-03-20,CLV18,CLV18,14,1.0,0.0,False,False,0.06129,0.06019,0.018275461040039742,127.91522832,4.7883089752120966e-05,130.0220672
2018-03-21,CLV18,CLV18,15,1.0,0.0,False,False,0.06282,0.06129,0.02496328928046987,131.10841317,4.7883089752120966e-05,133.27407154
2018-03-22,CLV18,CLV18,16,1.0,0.0,False,False,0.062299999999999994,0.06282,-0.008277618592804958,130.02314773,4.7883089752120966e-05,132.17726118
2018-03-23,CLV18,CLV18,17,1.0,0.0,False,False,0.06356,0.062299999999999994,0.020224719101123778,132.65282937,4.7883089752120966e-05,134.85683822
2018-03-26,CLV18,CLV18,18,1.0,0.0,False,False,0.06333,0.06356,-0.003618628067967422,132.17280812,0.00014365614773725888,134.3882145
2018-03-27,CLV18,CLV18,19,1.0,0.0,False,False,0.0633,0.06333,-0.000473709142586487,132.11019665,4.7883089752120966e-05,134.33098849
2018-03-28,CLV18,CLV18,20,1.0,0.0,False,False,0.06254,0.0633,-0.012006319115323794,130.52403947,4.7883089752120966e-05,132.72459996
2018-03-29,CLV18,CLV18,21,1.0,0.0,False,False,0.06292,0.06254,0.006076111288775277,131.31711806,4.7883089752120966e-05,133.53740466
2018-04-02,CLV18,CLG19,1,1.0,0.0,False,True,0.06124,0.06292,-0.026700572155117674,127.81087587,0.0001915461161896559,129.99745812
2018-04-03,CLV18,CLG19,2,1.0,0.0,False,True,0.06178,0.06124,0.008817766165904573,128.93788229,4.955724342714518e-05,131.15018763
2018-04-04,CLV18,CLG19,3,1.0,0.0,False,True,0.06174,0.06178,-0.0006474587245063335,128.85440033,4.955724342714518e-05,131.07177274
2018-04-05,CLV18,CLG19,4,1.0,0.0,False,True,0.062119999999999995,0.06174,0.006154842889536605,129.64747892,4.955724342714518e-05,131.88499446
2018-04-06,CLV18,CLG19,5,1.0,0.0,False,True,0.06087,0.062119999999999995,-0.020122343850611624,127.03866777,4.955724342714518e-05,129.23769511
2018-04-09,CLV18,CLG19,6,0.8,0.2,False,True,0.062079999999999996,0.06087,0.01987842943978957,129.56399696,0.0001486790981641839,131.82595245
2018-04-10,CLV18,CLG19,7,0.6,0.4,False,True,0.06319200000000001,0.061756,0.023252801347237728,132.57672284,4.955724342714518e-05,134.89780806
2018-04-11,CLV18,CLG19,8,0.3999999999999999,0.6000000000000001,False,True,0.063926,0.062784,0.018189347604484984,134.98820694,4.955724342714518e-05,137.35819635
2018-04-12,CLV18,CLG19,9,0.19999999999999996,0.8,False,True,0.06349199999999999,0.063504,-0.00018896447467897648,134.96269896,4.955724342714518e-05,137.33904762
2018-04-13,CLV18,CLG19,10,0.0,1.0,False,True,0.063446,0.063056,0.006184978431870158,135.79744034,4.955724342714518e-05,138.19529281
2018-04-16,CLV18,CLG19,11,0.0,1.0,False,True,0.06236,0.063,-0.010158730158730145,134.41791079,0.0001486790981641839,136.81195088
2018-04-17,CLV18,CLG19,12,0.0,1.0,False,True,0.06266,0.06236,0.004810776138550299,135.06456527,4.955724342714518e-05,137.47690257
2018-04-18,CLV18,CLG19,13,0.0,1.0,False,True,0.06384000000000001,0.06266,0.018831790616023136,137.60807288,4.955724342714518e-05,140.07265179
2018-04-19,CLV18,CLG19,14,0.0,1.0,False,True,0.06395,0.06384000000000001,0.001723057644110293,137.84517952,4.955724342714518e-05,140.32094666
2018-04-20,CLV18,CLG19,15,0.0,1.0,False,True,0.06412000000000001,0.06395,0.0026583268178264063,138.21161706,4.955724342714518e-05,140.70091952
2018-04-23,CLV18,CLG19,16,0.0,1.0,False,True,0.06452,0.06412000000000001,0.006238303181534288,139.07382303,0.0001486790981641839,141.5995738
2018-04-24,CLV18,CLG19,17,0.0,1.0,False,True,0.06384000000000001,0.06452,-0.010539367637941499,137.60807288,4.955724342714518e-05,140.11422112
2018-04-25,CLV18,CLG19,18,0.0,1.0,False,True,0.06419,0.06384000000000001,0.005482456140350811,138.3625031,4.955724342714518e-05,140.88933486
2018-04-26,CLV18,CLG19,19,0.0,1.0,False,True,0.0644,0.06419,0.0032715376226826187,138.81516123,4.955724342714518e-05,141.3572417
2018-04-27,CLV18,CLG19,20,0.0,1.0,False,True,0.06426000000000001,0.0644,-0.0021739130434780263,138.51338914,4.955724342714518e-05,141.05694862
2018-04-30,CLV18,CLG19,21,0.0,1.0,False,True,0.0648,0.06426000000000001,0.008403361344537563,139.6773672,0.0001486790981641839,142.26327335
2018-05-01,CLG19,CLG19,1,1.0,0.0,False,False,0.06367,0.0648,-0.01743827160493816,137.24163533,4.955724342714518e-05,139.78949792
2018-05-02,CLG19,CLG19,2,1.0,0.0,False,False,0.06406,0.06367,0.006125333752159623,138.08228615,5.2348072665964196e-05,140.65307296
2018-05-03,CLG19,CLG19,3,1.0,0.0,False,False,0.06448999999999999,0.06406,0.006712457071495148,139.00915757,5.2348072665964196e-05,141.60456359
2018-05-04,CLG19,CLG19,4,1.0,0.0,False,False,0.06587,0.06448999999999999,0.021398666459916393,141.98376817,5.2348072665964196e-05,144.64212514
2018-05-07,CLG19,CLG19,5,1.0,0.0,False,False,0.06701,0.06587,0.017306816456656993,144.44105519,0.00015705243910346667,147.16813625
2018-05-08,CLG19,CLG19,6,1.0,0.0,False,False,0.06559000000000001,0.06701,-0.0211908670347708,141.380224,5.2348072665964196e-05,144.05721982
2018-05-09,CLG19,CLG19,7,1.0,0.0,False,False,0.06756999999999999,0.06559000000000001,0.030187528586674617,145.64814355,5.2348072665964196e-05,148.41349238
2018-05-10,CLG19,CLG19,8,1.0,0.0,False,False,0.06812,0.06756999999999999,0.00813970697054911,146.83367676,5.2348072665964196e-05,149.62930388
2018-05-11,CLG19,CLG19,9,1.0,0.0,False,False,0.06781999999999999,0.06812,-0.00440399295361138,146.18702228,5.2348072665964196e-05,148.97817028
2018-05-14,CLG19,CLG19,10,1.0,0.0,False,False,0.06819,0.06781999999999999,0.005455617811854996,146.9845628,0.00015705243910346667,149.81433562
2018-05-15,CLG19,CLG19,11,1.0,0.0,False,False,0.06829,0.06819,0.00146649068778415,147.20011429,5.2348072665964196e-05,150.04187944
2018-05-16,CLG19,CLG19,12,1.0,0.0,False,False,0.06851,0.06829,0.0032215551325229796,147.67432757,5.2348072665964196e-05,150.53310203
2018-05-17,CLG19,CLG19,13,1.0,0.0,False,False,0.06838,0.06851,-0.00189753320683117,147.39411063,5.2348072665964196e-05,150.25534059
2018-05-18,CLG19,CLG19,14,1.0,0.0,False,False,0.06811,0.06838,-0.003948522959929646,146.8121216,5.2348072665964196e-05,149.66991951
2018-05-21,CLG19,CLG19,15,1.0,0.0,False,False,0.0689,0.06811,0.011598884157979716,148.51497839,0.00015705243910346667,151.42942959
2018-05-22,CLG19,CLG19,16,1.0,0.0,False,False,0.06898,0.0689,0.0011611030478955175,148.68741958,5.2348072665964196e-05,151.6131818
2018-05-23,CLG19,CLG19,17,1.0,0.0,False,False,0.06886,0.06898,-0.0017396346767177828,148.42875779,5.2348072665964196e-05,151.35736691
2018-05-24,CLG19,CLG19,18,1.0,0.0,False,False,0.06785,0.06886,-0.014667441185013175,146.25168771,5.2348072665964196e-05,149.14526489
2018-05-25,CLG19,CLG19,19,1.0,0.0,False,False,0.06558,0.06785,-0.03345615327929252,141.35866883,5.2348072665964196e-05,144.16324552
2018-05-29,CLG19,CLG19,20,1.0,0.0,False,False,0.0645,0.06558,-0.016468435498627643,139.03071271,0.00020940873316188657,141.81929145
2018-05-30,CLG19,CLG19,21,1.0,0.0,False,False,0.06568,0.0645,0.018294573643410805,141.57422032,5.2348072665964196e-05,144.42123889
2018-05-31,CLG19,CLG19,22,1.0,0.0,False,False,0.06489,0.06568,-0.012028014616321525,139.87136353,5.2348072665964196e-05,142.69169829
2018-06-01,CLG19,CLV18,1,1.0,0.0,False,True,0.06423999999999999,0.06489,-0.010016951764524773,138.47027883,5.2348072665964196e-05,141.26983207
2018-06-04,CLG19,CLV18,2,1.0,0.0,False,True,0.06342,0.06423999999999999,-0.012764632627646155,136.70275659,0.0001595648697680918,139.48911626
2018-06-05,CLG19,CLV18,3,1.0,0.0,False,True,0.06391,0.06342,0.007726269315673218,137.7589589,5.3185461179161564e-05,140.57426553
2018-06-06,CLG19,CLV18,4,1.0,0.0,False,True,0.06347,0.06391,-0.0068846815834766595,136.81053233,5.3185461179161564e-05,139.61393298
2018-06-07,CLG19,CLV18,5,1.0,0.0,False,True,0.06444,0.06347,0.01528281077674487,138.90138181,5.3185461179161564e-05,141.75505173
2018-06-08,CLG19,CLV18,6,0.8,0.2,False,True,0.06425,0.06444,-0.002948479205462373,138.49183397,5.3185461179161564e-05,141.34462921
2018-06-11,CLG19,CLV18,7,0.6,0.4,False,True,0.064664,0.064412,0.003912314475563505,139.03365758,0.0001595648697680918,141.92016749
2018-06-12,CLG19,CLV18,8,0.3999999999999999,0.6000000000000001,False,True,0.06504,0.06483799999999999,0.003115456985101517,139.46681096,5.3185461179161564e-05,142.36986176
