date,lead_ticker,next_ticker,bd_of_month,lead_weight,next_weight,is_mde,wav,pwav,der,er_index,ir,tr_index
2025-02-07,CLH25,CLJ25,5,1.0,0.0,False,0.071,0.07061,0.005523296983430015,116.09090339,0.00011785886688198133,139.88095451
2025-02-10,CLH25,CLJ25,6,0.8,0.2,False,0.07232,0.071,0.018591549295774668,118.24921314,0.0003536182744208194,142.53102263
2025-02-11,CLH25,CLJ25,7,0.6,0.4,False,0.073272,0.072258,0.014033048243793145,119.90861005,0.00011785886688198133,144.54796589
2025-02-12,CLH25,CLJ25,8,0.3999999999999999,0.6000000000000001,False,0.07131799999999999,0.073224,-0.026029717032666988,116.78742286,0.00011785886688198133,140.8024595
2025-02-13,CLH25,CLJ25,9,0.19999999999999996,0.8,False,0.0712,0.071292,-0.0012904673736182648,116.6367125,0.00011785886688198133,140.63735334
2025-02-14,CLH25,CLJ25,10,0.0,1.0,False,0.070716,0.07117,-0.006379092314177215,115.89267614,0.00011785886688198133,139.75679003
2025-02-18,CLH25,CLJ25,11,0.0,1.0,False,0.07183,0.07071,0.01583934379861418,117.72834008,0.0004715188183521679,142.03634383
2025-02-19,CLH25,CLJ25,12,0.0,1.0,False,0.0721,0.07183,0.003758875121815386,118.17086621,0.00011785886688198133,142.58698095
2025-02-20,CLH25,CLJ25,13,0.0,1.0,False,0.07248,0.0721,0.005270457697642339,118.79368076,0.00011785886688198133,143.35528474
2025-02-21,CLH25,CLJ25,14,0.0,1.0,False,0.0704,0.07248,-0.028697571743929284,115.38459058,0.00011785886688198133,139.25823186
2025-02-24,CLH25,CLJ25,15,0.0,1.0,False,0.0707,0.0704,0.0042613636363635354,115.87628628,0.0003536182744208194,139.90090608
2025-02-25,CLH25,CLJ25,16,0.0,1.0,False,0.06893,0.0707,-0.02503536067892498,112.97528166,0.00011785886688198133,136.414925
2025-02-26,CLH25,CLJ25,17,0.0,1.0,False,0.06862,0.06893,-0.004497316117800687,112.4671961,0.00011785886688198133,135.81750166
2025-02-27,CLH25,CLJ25,18,0.0,1.0,False,0.07035,0.06862,0.025211308656368336,115.30264129,0.00011785886688198133,139.25764591
2025-02-28,CLH25,CLJ25,19,0.0,1.0,False,0.06976,0.07035,-0.008386638237384392,114.33563975,0.00011785886688198133,138.10615516
2025-03-03,CLJ25,CLK25,1,1.0,0.0,False,0.06837,0.06976,-0.019925458715596367,112.05744968,0.0003536182744208194,135.40316353
2025-03-04,CLJ25,CLK25,2,1.0,0.0,False,0.06826,0.06837,-0.001608892789235039,111.87716126,0.00011729726951736907,135.20119678
2025-03-05,CLJ25,CLK25,3,1.0,0.0,False,0.06631000000000001,0.06826,-0.028567242894813827,108.68113922,0.00011729726951736907,131.35473008
2025-03-06,CLJ25,CLK25,4,1.0,0.0,False,0.06636,0.06631000000000001,0.0007540340823404268,108.7630885,0.00011729726951736907,131.46918357
2025-03-07,CLJ25,CLK25,5,1.0,0.0,False,0.06704,0.06636,0.010247136829415249,109.87759875,0.00011729726951736907,132.83178726
2025-03-10,CLJ25,CLK25,6,0.8,0.2,False,0.06603,0.06704,-0.01506563245823389,108.22222323,0.0003519330861141423,130.87734027
2025-03-11,CLJ25,CLK25,7,0.6,0.4,False,0.06618600000000001,0.06596000000000002,0.0034263189812004935,108.59302709,0.00011729726951736907,131.34111934
2025-03-12,CLJ25,CLK25,8,0.3999999999999999,0.6000000000000001,False,0.06756,0.066122,0.021747678533619696,110.95467333,0.00011729726951736907,134.21288973
2025-03-13,CLJ25,CLK25,9,0.19999999999999996,0.8,False,0.066382,0.0675,-0.016562962962963113,109.11693519,0.00011729726951736907,132.00566942
2025-03-14,CLJ25,CLK25,10,0.0,1.0,False,0.066964,0.066326,0.009619153876307962,110.16654778,0.00011729726951736907,133.29093617
2025-03-17,CLJ25,CLK25,11,0.0,1.0,False,0.06737,0.06691,0.006874906590943031,110.92393251,0.0003519330861141423,134.2542084
2025-03-18,CLJ25,CLK25,12,0.0,1.0,False,0.06675,0.06737,-0.009202909306813,109.90310962,0.00011729726951736907,133.03442675
2025-03-19,CLJ25,CLK25,13,0.0,1.0,False,0.06691,0.06675,0.00239700374531826,110.16654779,0.00011729726951736907,133.36891535
2025-03-20,CLJ25,CLK25,14,0.0,1.0,False,0.06806999999999999,0.06691,0.017336720968464947,112.07647449,0.00011729726951736907,135.69673883
2025-03-21,CLJ25,CLK25,15,0.0,1.0,False,0.06828000000000001,0.06806999999999999,0.0030850594975762036,112.42223708,0.00011729726951736907,136.1312882
2025-03-24,CLJ25,CLK25,16,0.0,1.0,False,0.06911,0.06828000000000001,0.012155828939660163,113.78882256,0.0003519330861141423,137.83398595
2025-03-25,CLJ25,CLK25,17,0.0,1.0,False,0.069,0.06911,-0.001591665460859537,113.60770882,0.00011729726951736907,137.6307679
