롤결정일,연도,월,시장상황,정적_롤아웃_월물,정적_롤인_월물,동적_롤아웃_월물,동적_롤인_월물,롤실행여부,최적월물셋(DRA),정적_IRY,동적_IRY,IRY_절감액,static_pure_iry,dynamic_pure_iry,pure_iry_saving,정적_체결금액(달러),동적_체결금액(달러),체결금액_차이(달러)
2024-11-08,2024,11,Backwardation,CLZ24,CLF25,CLZ24,CLF25,True,"['CLF25', 'CLG25', 'CLH25']",0.0038510911424903156,0.0038510911424903156,0.0,0.0038510911424903156,0.0038510911424903156,0.0,68558000.0,68558000.0,0.0
2024-12-09,2024,12,Backwardation,CLF25,CLG25,CLF25,CLG25,True,"['CLG25', 'CLV25', 'CLH25']",0.004112204435306229,0.004112204435306229,0.0,0.004112204435306229,0.004112204435306229,0.0,69342000.0,69342000.0,0.0
2025-01-09,2025,1,Backwardation,CLG25,CLH25,CLG25,CLH25,True,"['CLH25', 'CLJ25', 'CLK25']",0.009284543965046516,0.009284543965046516,0.0,0.009284543965046516,0.009284543965046516,0.0,76274000.0,76274000.0,0.0
2025-02-10,2025,2,Backwardation,CLH25,CLJ25,CLH25,CLU25,True,"['CLU25', 'CLV25', 'CLQ25']",0.004304957644771393,0.005745482286749623,0.0014405246419782296,0.004304957644771393,0.005745482286749623,0.0014405246419782296,71636000.0,69816000.0,-1820000.0
2025-03-10,2025,3,Backwardation,CLJ25,CLK25,CLU25,CLN25,True,"['CLN25', 'CLQ25', 'CLM25']",0.005328867235079085,-0.012490362374710687,-0.017819229609789773,0.005328867235079085,-0.012490362374710687,-0.017819229609789773,66434000.0,65608000.0,-826000.0
2025-04-08,2025,4,Backwardation,CLK25,CLM25,CLN25,CLN25,False,"['CLM25', 'CLN25', 'CLQ25']",0.00812182741116746,0.0,-0.00812182741116746,0.00812182741116746,0.0,-0.00812182741116746,60500000.0,0.0,-60500000.0
2025-05-08,2025,5,Backwardation,CLM25,CLN25,CLN25,CLN25,False,"['CLQ25', 'CLN25', 'CLU25']",0.0065524193548386,0.0,-0.0065524193548386,0.0065524193548386,0.0,-0.0065524193548386,61518000.0,0.0,-61518000.0
2025-06-09,2025,6,Backwardation,CLN25,CLQ25,CLN25,CLQ25,True,"['CLQ25', 'CLU25', 'CLV25']",0.016661476175646332,0.016661476175646332,0.0,0.016661476175646332,0.016661476175646332,0.0,66592000.0,66592000.0,0.0
2025-07-09,2025,7,Backwardation,CLQ25,CLU25,CLQ25,CLU25,True,"['CLU25', 'CLV25', 'CLX25']",0.021054203374645312,0.021054203374645312,0.0,0.021054203374645312,0.021054203374645312,0.0,66114000.0,66114000.0,0.0
2025-08-08,2025,8,Backwardation,CLU25,CLV25,CLU25,CLV25,True,"['CLV25', 'CLX25', 'CLZ25']",0.013968253968254008,0.013968253968254008,0.0,0.013968253968254008,0.013968253968254008,0.0,62706000.0,62706000.0,0.0
2025-09-09,2025,9,Backwardation,CLV25,CLX25,CLV25,CLX25,True,"['CLX25', 'CLZ25', 'CLF26']",0.0054583400224755725,0.0054583400224755725,0.0,0.0054583400224755725,0.0054583400224755725,0.0,62632000.0,62632000.0,0.0
2025-10-08,2025,10,Backwardation,CLX25,CLZ25,CLX25,CLZ25,True,"['CLZ25', 'CLF26', 'CLG26']",0.008545630441792873,0.008545630441792873,0.0,0.008545630441792873,0.008545630441792873,0.0,59774000.0,59774000.0,0.0
2025-11-10,2025,11,Backwardation,CLZ25,CLF26,CLZ25,CLG26,True,"['CLG26', 'CLF26', 'CLV26']",0.0016658337497917944,0.002003673401235615,0.0003378396514438207,0.0016658337497917944,0.002003673401235615,0.0003378396514438207,59620000.0,59496000.0,-124000.0
2025-12-08,2025,12,Backwardation,CLF26,CLG26,CLG26,CLG26,False,"['CLG26', 'CLH26', 'CLJ26']",0.004264028654272557,0.0,-0.004264028654272557,0.004264028654272557,0.0,-0.004264028654272557,57940000.0,0.0,-57940000.0
2026-01-09,2026,1,Backwardation,CLG26,CLH26,CLG26,CLH26,True,"['CLH26', 'CLJ26', 'CLV26']",0.003053953172718014,0.003053953172718014,0.0,0.003053953172718014,0.003053953172718014,0.0,60030000.0,60030000.0,0.0
2026-02-09,2026,2,Backwardation,CLH26,CLJ26,CLH26,CLV26,True,"['CLV26', 'CLU26', 'CLX26']",0.0024922118380061773,0.003922641853676334,0.0014304300156701565,0.0024922118380061773,0.003922641853676334,0.0014304300156701565,63570000.0,62050000.0,-1520000.0
2026-03-09,2026,3,Backwardation,CLJ26,CLK26,CLV26,CLM26,True,"['CLM26', 'CLN26', 'CLQ26']",0.03596414516834272,-0.1459559247721242,-0.18192006994046694,0.03596414516834272,-0.1459559247721242,-0.18192006994046694,90184000.0,86510000.0,-3674000.0
